"No.","Time","Source","Destination","Protocol","Length","Info"
"6045","2226.403544","10.0.1.6","192.168.0.4","TCP","54","57386  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6046","2226.403697","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6047","2226.404064","192.168.0.4","10.0.1.6","TCP","54","8443  >  57386 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6048","2226.406571","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6049","2226.409539","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6050","2226.410710","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6051","2226.410848","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6052","2226.411984","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6053","2226.411985","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6054","2226.412026","10.0.1.6","192.168.0.4","TCP","54","57386  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6055","2226.412217","10.0.1.6","192.168.0.4","TCP","54","57386  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6056","2227.202335","10.0.1.6","192.168.0.4","TCP","66","57387  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6057","2227.203346","192.168.0.4","10.0.1.6","TCP","66","8443  >  57387 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6058","2227.203399","10.0.1.6","192.168.0.4","TCP","54","57387  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6059","2227.203640","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6060","2227.204449","192.168.0.4","10.0.1.6","TCP","54","8443  >  57387 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6061","2227.206213","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6062","2227.210040","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6063","2227.211006","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6064","2227.211145","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6065","2227.212502","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6066","2227.212534","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6067","2227.212548","10.0.1.6","192.168.0.4","TCP","54","57387  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6068","2227.212715","10.0.1.6","192.168.0.4","TCP","54","57387  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6069","2228.109051","10.0.1.6","192.168.0.4","TCP","66","57388  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6070","2228.110535","192.168.0.4","10.0.1.6","TCP","66","8443  >  57388 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6071","2228.110595","10.0.1.6","192.168.0.4","TCP","54","57388  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6072","2228.110732","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6073","2228.111155","192.168.0.4","10.0.1.6","TCP","54","8443  >  57388 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6074","2228.113658","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6075","2228.116448","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6076","2228.117334","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6077","2228.117482","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6078","2228.118492","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6079","2228.118594","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6080","2228.118607","10.0.1.6","192.168.0.4","TCP","54","57388  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6081","2228.118704","10.0.1.6","192.168.0.4","TCP","54","57388  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6082","2229.109283","10.0.1.6","192.168.0.4","TCP","66","57389  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6083","2229.110389","192.168.0.4","10.0.1.6","TCP","66","8443  >  57389 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6084","2229.110448","10.0.1.6","192.168.0.4","TCP","54","57389  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6085","2229.110588","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6086","2229.111058","192.168.0.4","10.0.1.6","TCP","54","8443  >  57389 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6087","2229.113676","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6088","2229.116707","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6089","2229.117835","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6090","2229.117988","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6091","2229.119576","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6092","2229.119577","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6093","2229.119610","10.0.1.6","192.168.0.4","TCP","54","57389  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6094","2229.119910","10.0.1.6","192.168.0.4","TCP","54","57389  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6095","2230.213464","10.0.1.6","192.168.0.4","TCP","66","57390  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6096","2230.214400","192.168.0.4","10.0.1.6","TCP","66","8443  >  57390 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6097","2230.214451","10.0.1.6","192.168.0.4","TCP","54","57390  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6098","2230.214620","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6099","2230.214941","192.168.0.4","10.0.1.6","TCP","54","8443  >  57390 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6100","2230.218301","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6101","2230.221698","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6102","2230.222901","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6103","2230.223181","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6104","2230.224052","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6105","2230.224069","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6106","2230.224082","10.0.1.6","192.168.0.4","TCP","54","57390  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6107","2230.224259","10.0.1.6","192.168.0.4","TCP","54","57390  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6108","2231.413781","10.0.1.6","192.168.0.4","TCP","66","57391  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6109","2231.414685","192.168.0.4","10.0.1.6","TCP","66","8443  >  57391 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6110","2231.414748","10.0.1.6","192.168.0.4","TCP","54","57391  >  8443 [ACK] Seq=1 Ack=1 Win=4197120 Len=0"
"6111","2231.414893","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6112","2231.415429","192.168.0.4","10.0.1.6","TCP","54","8443  >  57391 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6113","2231.417913","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6114","2231.420627","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6115","2231.421781","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6116","2231.421925","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6117","2231.423734","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6118","2231.423770","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6119","2231.423784","10.0.1.6","192.168.0.4","TCP","54","57391  >  8443 [ACK] Seq=998 Ack=1825 Win=4196864 Len=0"
"6120","2231.423957","10.0.1.6","192.168.0.4","TCP","54","57391  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6121","2232.714468","10.0.1.6","192.168.0.4","TCP","66","57392  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6122","2232.716012","192.168.0.4","10.0.1.6","TCP","66","8443  >  57392 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6123","2232.716086","10.0.1.6","192.168.0.4","TCP","54","57392  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6124","2232.716354","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6125","2232.716681","192.168.0.4","10.0.1.6","TCP","54","8443  >  57392 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6126","2232.718992","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6127","2232.722510","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6128","2232.723513","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6129","2232.723663","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6130","2232.724572","192.168.0.4","10.0.1.6","TLSv1.2","405","Application Data"
"6131","2232.724592","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6132","2232.724603","10.0.1.6","192.168.0.4","TCP","54","57392  >  8443 [ACK] Seq=998 Ack=2034 Win=524032 Len=0"
"6133","2232.724835","10.0.1.6","192.168.0.4","TCP","54","57392  >  8443 [RST, ACK] Seq=998 Ack=2034 Win=0 Len=0"
"6134","2232.728576","10.0.1.6","192.168.0.4","TCP","66","57393  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6135","2232.729498","192.168.0.4","10.0.1.6","TCP","66","8443  >  57393 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6136","2232.729541","10.0.1.6","192.168.0.4","TCP","54","57393  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6137","2232.729681","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6138","2232.730240","192.168.0.4","10.0.1.6","TCP","54","8443  >  57393 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6139","2232.731607","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6140","2232.734118","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6141","2232.735543","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6142","2232.735784","10.0.1.6","192.168.0.4","TLSv1.2","578","Application Data"
"6143","2232.737152","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6144","2232.737153","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6145","2232.737182","10.0.1.6","192.168.0.4","TCP","54","57393  >  8443 [ACK] Seq=1168 Ack=1825 Win=524288 Len=0"
"6146","2232.737398","10.0.1.6","192.168.0.4","TCP","54","57393  >  8443 [RST, ACK] Seq=1168 Ack=1825 Win=0 Len=0"
"6147","2232.737771","10.0.1.6","192.168.0.4","TCP","66","57394  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6148","2232.738733","192.168.0.4","10.0.1.6","TCP","66","8443  >  57394 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6149","2232.738767","10.0.1.6","192.168.0.4","TCP","54","57394  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6150","2232.738881","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6151","2232.739106","192.168.0.4","10.0.1.6","TCP","54","8443  >  57394 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6152","2232.740412","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6153","2232.743004","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6154","2232.743967","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6155","2232.744109","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6156","2232.744798","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6157","2232.744799","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6158","2232.744824","10.0.1.6","192.168.0.4","TCP","54","57394  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6159","2232.745027","10.0.1.6","192.168.0.4","TCP","54","57394  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6160","2232.745454","10.0.1.6","192.168.0.4","TCP","66","57395  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6161","2232.746070","192.168.0.4","10.0.1.6","TCP","66","8443  >  57395 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6162","2232.746113","10.0.1.6","192.168.0.4","TCP","54","57395  >  8443 [ACK] Seq=1 Ack=1 Win=4197120 Len=0"
"6163","2232.746224","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6164","2232.746475","192.168.0.4","10.0.1.6","TCP","54","8443  >  57395 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6165","2232.747661","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6166","2232.749979","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6167","2232.751204","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6168","2232.751397","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6169","2232.752122","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6170","2232.752123","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6171","2232.752143","10.0.1.6","192.168.0.4","TCP","54","57395  >  8443 [ACK] Seq=998 Ack=1825 Win=4196864 Len=0"
"6172","2232.752321","10.0.1.6","192.168.0.4","TCP","54","57395  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6173","2232.855504","10.0.1.6","192.168.0.4","TCP","66","57396  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6174","2232.856635","192.168.0.4","10.0.1.6","TCP","66","8443  >  57396 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6175","2232.856671","10.0.1.6","192.168.0.4","TCP","54","57396  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6176","2232.856807","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6177","2232.857463","192.168.0.4","10.0.1.6","TCP","54","8443  >  57396 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6178","2232.859647","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6179","2232.862342","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6180","2232.865304","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6181","2232.865453","10.0.1.6","192.168.0.4","TLSv1.2","828","Application Data"
"6182","2232.867003","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6183","2232.867004","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6184","2232.867029","10.0.1.6","192.168.0.4","TCP","54","57396  >  8443 [ACK] Seq=1418 Ack=1825 Win=524288 Len=0"
"6185","2232.867238","10.0.1.6","192.168.0.4","TCP","54","57396  >  8443 [RST, ACK] Seq=1418 Ack=1825 Win=0 Len=0"
"6186","2232.867649","10.0.1.6","192.168.0.4","TCP","66","57397  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6187","2232.868446","192.168.0.4","10.0.1.6","TCP","66","8443  >  57397 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6188","2232.868471","10.0.1.6","192.168.0.4","TCP","54","57397  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6189","2232.868563","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6190","2232.868903","192.168.0.4","10.0.1.6","TCP","54","8443  >  57397 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6191","2232.870355","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6192","2232.874312","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6193","2232.875243","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6194","2232.875397","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6195","2232.876077","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6196","2232.876268","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6197","2232.876285","10.0.1.6","192.168.0.4","TCP","54","57397  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6198","2232.876445","10.0.1.6","192.168.0.4","TCP","54","57397  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6199","2233.074187","10.0.1.6","192.168.0.4","TCP","66","57398  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6200","2233.075340","192.168.0.4","10.0.1.6","TCP","66","8443  >  57398 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6201","2233.075389","10.0.1.6","192.168.0.4","TCP","54","57398  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6202","2233.075530","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6203","2233.077769","192.168.0.4","10.0.1.6","TCP","54","8443  >  57398 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6204","2233.079052","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6205","2233.081803","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6206","2233.082747","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6207","2233.082887","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6208","2233.084027","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6209","2233.084043","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6210","2233.084052","10.0.1.6","192.168.0.4","TCP","54","57398  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6211","2233.084249","10.0.1.6","192.168.0.4","TCP","54","57398  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6212","2233.376577","10.0.1.6","192.168.0.4","TCP","66","57399  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6213","2233.377614","192.168.0.4","10.0.1.6","TCP","66","8443  >  57399 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6214","2233.377675","10.0.1.6","192.168.0.4","TCP","54","57399  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6215","2233.377874","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6216","2233.378515","192.168.0.4","10.0.1.6","TCP","54","8443  >  57399 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6217","2233.379704","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6218","2233.382887","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6219","2233.383702","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6220","2233.383842","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6221","2233.385248","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6222","2233.385249","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6223","2233.385282","10.0.1.6","192.168.0.4","TCP","54","57399  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6224","2233.385543","10.0.1.6","192.168.0.4","TCP","54","57399  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6225","2233.779745","10.0.1.6","192.168.0.4","TCP","66","57400  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6226","2233.781524","192.168.0.4","10.0.1.6","TCP","66","8443  >  57400 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6227","2233.781564","10.0.1.6","192.168.0.4","TCP","54","57400  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6228","2233.781768","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6229","2233.782530","192.168.0.4","10.0.1.6","TCP","54","8443  >  57400 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6230","2233.784427","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6231","2233.787056","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6232","2233.788329","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6233","2233.788563","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6234","2233.789881","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6235","2233.789882","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6236","2233.789918","10.0.1.6","192.168.0.4","TCP","54","57400  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6237","2233.790125","10.0.1.6","192.168.0.4","TCP","54","57400  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6238","2234.292981","10.0.1.6","192.168.0.4","TCP","66","57401  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6239","2234.294025","192.168.0.4","10.0.1.6","TCP","66","8443  >  57401 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6240","2234.294088","10.0.1.6","192.168.0.4","TCP","54","57401  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6241","2234.294252","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6242","2234.294657","192.168.0.4","10.0.1.6","TCP","54","8443  >  57401 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6243","2234.295914","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6244","2234.299264","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6245","2234.300295","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6246","2234.300464","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6247","2234.302006","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6248","2234.302007","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6249","2234.302049","10.0.1.6","192.168.0.4","TCP","54","57401  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"6250","2234.302337","10.0.1.6","192.168.0.4","TCP","54","57401  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"6251","2234.905004","10.0.1.6","192.168.0.4","TCP","66","57402  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6252","2234.907679","192.168.0.4","10.0.1.6","TCP","66","8443  >  57402 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"6253","2234.907732","10.0.1.6","192.168.0.4","TCP","54","57402  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"6254","2234.907913","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"6255","2234.908521","192.168.0.4","10.0.1.6","TCP","54","8443  >  57402 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"6256","2234.909791","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6257","2234.913052","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6258","2234.915791","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6259","2234.915975","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"6260","2234.917429","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"6261","2234.917430","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"6262","2234.917471","10.0.1.6","192.168.0.4","TCP","54","57402  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
